@relation whatever

@attribute hum_1 numeric
@attribute hum_2 numeric
@attribute hum_3 numeric
@attribute hum_4 numeric
@attribute hum_5 numeric
@attribute hum_6 numeric
@attribute hum_7 numeric
@attribute hum_8 numeric
@attribute hum_9 numeric
@attribute temp_1 numeric
@attribute temp_2 numeric
@attribute temp_3 numeric
@attribute temp_4 numeric
@attribute temp_5 numeric
@attribute temp_6 numeric
@attribute temp_7 numeric
@attribute temp_8 numeric
@attribute temp_9 numeric
@attribute vel.viento_1 numeric
@attribute vel.viento_2 numeric
@attribute vel.viento_3 numeric
@attribute vel.viento_4 numeric
@attribute vel.viento_5 numeric
@attribute vel.viento_6 numeric
@attribute vel.viento_7 numeric
@attribute vel.viento_8 numeric
@attribute vel.viento_9 numeric
@attribute dir.viento_1 numeric
@attribute dir.viento_2 numeric
@attribute dir.viento_3 numeric
@attribute dir.viento_4 numeric
@attribute dir.viento_5 numeric
@attribute dir.viento_6 numeric
@attribute dir.viento_7 numeric
@attribute dir.viento_8 numeric
@attribute dir.viento_9 numeric
@attribute rad.solar_1 numeric
@attribute rad.solar_2 numeric
@attribute rad.solar_3 numeric
@attribute rad.solar_4 numeric
@attribute rad.solar_5 numeric
@attribute rad.solar_6 numeric
@attribute rad.solar_7 numeric
@attribute rad.solar_8 numeric
@attribute rad.solar_9 numeric
@attribute p.rocio_1 numeric
@attribute p.rocio_2 numeric
@attribute p.rocio_3 numeric
@attribute p.rocio_4 numeric
@attribute p.rocio_5 numeric
@attribute p.rocio_6 numeric
@attribute p.rocio_7 numeric
@attribute p.rocio_8 numeric
@attribute p.rocio_9 numeric
@attribute min numeric
@attribute max numeric
@attribute class {1,2}



@data
97.6 , 97.6 , 97.3 , 95.9 , 92 , 89.3 , 86.1 , 83.3 , 84.2 , 0.8 , 1.3 , 1.9 , 3.1 , 5.3 , 6.5 , 7.5 , 8.3 , 8.3 , 0.6 , 0.2 , 0 , 0.4 , 0.9 , 1.5 , 1.5 , 1.7 , 2.4 , 174 , 174 , 164 , 34 , 4 , 225 , 288 , 208 , 183 , 1 , 1 , 48 , 127 , 241 , 241 , 253 , 478 , 437 , 0.458235124 , 0.956870732 , 1.511617436 , 2.50087 , 4.089261733 , 4.844619797 , 5.299123619 , 5.602207107 , 5.759172207 , -0.5 , 10.8 , 2 
97.9 , 97.9 , 97.9 , 97.4 , 95.3 , 92.3 , 89.2 , 83.2 , 73.1 , 0.2 , -0.1 , -0.1 , 0.2 , 1 , 2.3 , 4 , 6.5 , 8.8 , 1.5 , 0.6 , 0.4 , 0.6 , 0.6 , 1.5 , 1.5 , 1.5 , 1.7 , 168 , 192 , 192 , 177 , 173 , 154 , 93 , 97 , 171 , 1 , 2 , 43 , 88 , 191 , 564 , 502 , 466 , 443 , -0.09721402 , -0.396498672 , -0.396498672 , -0.168800831 , 0.322658963 , 1.163205196 , 2.360262485 , 3.821494563 , 4.193802134 , -0.4 , 8.9 , 2 
96.1 , 96.4 , 95 , 90.9 , 86.6 , 80.1 , 72.6 , 64.7 , 63.7 , -0.6 , -1 , 1.2 , 4.2 , 6.7 , 8.9 , 10.5 , 12.1 , 12.8 , 1.3 , 0.6 , 0.7 , 1.3 , 1.3 , 2.4 , 3 , 2.6 , 2.6 , 170 , 166 , 166 , 163 , 194 , 195 , 195 , 194 , 192 , 1 , 58 , 242 , 411 , 443 , 609 , 609 , 588 , 553 , -1.152871226 , -1.508006098 , 0.47728865 , 2.827377505 , 4.596345069 , 5.617047409 , 5.734883444 , 5.590328658 , 6.029414711 , -0.3 , 14.2 , 2 
81.5 , 81.9 , 82.2 , 81.8 , 81.4 , 84.6 , 87.2 , 82.4 , 70.2 , 0.8 , 0.4 , 0.3 , 0.9 , 1.4 , 2 , 3.8 , 6.5 , 8.6 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , 1 , 6 , 37 , 98 , 167 , 231 , 652 , 536 , 358 , -2.045811329 , -2.369674148 , -2.417397287 , -1.897568855 , -1.476386259 , -0.354238147 , 1.840744924 , 3.682481436 , 3.419574744 , -1 , 8.2 , 2 
88.1 , 88.1 , 87.6 , 87.6 , 83.1 , 66.8 , 57.9 , 55.9 , 56.4 , -2.4 , -2.4 , -0.9 , 2.6 , 7.2 , 11.4 , 14 , 15.1 , 15.2 , 0 , 0 , 0 , 0 , 0 , 0.8 , 0.8 , 1 , 1.8 , 24 , 87 , 87 , 88 , 201 , 240 , 205 , 187 , 188 , 1 , 24 , 153 , 236 , 362 , 433 , 449 , 443 , 391 , -4.125856332 , -4.125856332 , -2.724902744 , 0.72339797 , 4.489770802 , 5.38691848 , 5.773169503 , 6.293513314 , 6.517359423 , -1 , 4 , 2 
96.7 , 96.7 , 96.5 , 94.2 , 85.5 , 73.1 , 62.5 , 57.6 , 52.7 , -2.1 , -2.4 , -1.1 , 2.3 , 5.5 , 8.9 , 11.9 , 13.4 , 14.3 , 0.2 , 0.2 , 0.2 , 0.6 , 0.6 , 0.6 , 0.9 , 1.5 , 1.7 , 131 , 131 , 131 , 263 , 80 , 80 , 7 , 343 , 345 , 1 , 11 , 133 , 311 , 427 , 508 , 517 , 381 , 462 , -2.560899859 , -2.859769689 , -1.593272439 , 1.451213258 , 3.232193363 , 4.290345181 , 4.898418654 , 5.133608262 , 4.69154551 , -1 , 15 , 2 
96.2 , 96.2 , 96 , 92 , 80.7 , 68.8 , 60.8 , 51.3 , 44.3 , -1.9 , -2.4 , -1.3 , 2.6 , 6.3 , 9.5 , 12.6 , 14.6 , 15.7 , 0.6 , 0 , 0.2 , 0.7 , 0.4 , 0.9 , 1.5 , 1.5 , 1.3 , 94 , 80 , 80 , 80 , 59 , 337 , 323 , 343 , 352 , 1 , 7 , 146 , 322 , 422 , 516 , 529 , 489 , 497 , -2.432799634 , -2.930625731 , -1.864097259 , 1.414457365 , 3.187874007 , 3.994475778 , 5.162256548 , 4.582661463 , 3.494953898 , -2.8 , 15.3 , 2 
97.5 , 97.2 , 97.1 , 97.4 , 98 , 93.9 , 77.4 , 63.3 , 54.7 , -1.6 , -2 , -1.9 , -0.9 , 1.8 , 5 , 8.5 , 11 , 12.6 , 0 , 0 , 0 , 0 , 0.2 , 0.6 , 0.7 , 0.7 , 0.9 , 166 , 166 , 166 , 166 , 191 , 333 , 185 , 234 , 197 , 1 , 7 , 122 , 244 , 441 , 564 , 581 , 571 , 527 , -1.949339034 , -2.39050921 , -2.304967627 , -1.265546126 , 1.513433041 , 4.087035239 , 4.729155908 , 4.227525272 , 3.640597237 , -1 , 8.4 , 2 
97.1 , 97.1 , 96.9 , 94.2 , 83.8 , 71.1 , 62.7 , 61.3 , 63.3 , -1.2 , -1.7 , 0.2 , 4.4 , 8.1 , 10.7 , 12.9 , 14.5 , 14.7 , 0 , 0 , 0 , 0.2 , 0.6 , 0.9 , 0.9 , 1.1 , 1.3 , 111 , 111 , 111 , 111 , 83 , 83 , 331 , 326 , 316 , 1 , 28 , 193 , 278 , 388 , 631 , 564 , 499 , 409 , -1.607280889 , -2.105628559 , -0.24070992 , 3.537149903 , 5.493525071 , 5.623255054 , 5.893624181 , 7.079501188 , 7.742518375 , -0.4 , 14.3 , 2 
97 , 97.1 , 97.3 , 97.3 , 96.8 , 93.7 , 89.3 , 85.1 , 80.4 , -2.3 , -1 , 0.1 , 1.4 , 3.3 , 5.1 , 6.3 , 7.6 , 9.2 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.7 , 211 , 216 , 254 , 211 , 48 , 95 , 220 , 240 , 327 , 1 , 3 , 57 , 99 , 131 , 179 , 312 , 312 , 423 , -2.717751806 , -1.407941821 , -0.282849367 , 1.013154435 , 2.833549877 , 4.155503462 , 4.647148168 , 5.227254564 , 5.964342286 , -1.5 , 9.7 , 2 
97.1 , 97.3 , 96.6 , 91.6 , 84.3 , 74.8 , 68.8 , 66.9 , 67.4 , -1.2 , -0.9 , 1.8 , 4.5 , 7.1 , 10.1 , 11.8 , 12.7 , 12.6 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.7 , 133 , 133 , 133 , 340 , 292 , 296 , 344 , 317 , 317 , 1 , 17 , 207 , 393 , 419 , 492 , 486 , 391 , 391 , -1.607280889 , -1.279775369 , 1.309775618 , 3.234191355 , 4.599334093 , 5.783952154 , 6.19993878 , 6.651321268 , 6.664956282 , -0.6 , 12.3 , 2 
98.6 , 98.6 , 98.6 , 98.6 , 98.7 , 98.8 , 98.8 , 98.9 , 98.9 , 1.7 , 1.5 , 1.5 , 1.6 , 1.8 , 2.2 , 2.7 , 2.9 , 3.9 , 0 , 0 , 0 , 0.2 , 0 , 0.4 , 0.6 , 0 , 1.9 , 194 , 194 , 173 , 184 , 197 , 187 , 187 , 185 , 177 , 1 , 7 , 28 , 63 , 102 , 122 , 122 , 193 , 521 , 1.500094844 , 1.300411791 , 1.300411791 , 1.400253317 , 1.61430879 , 2.028125617 , 2.527447046 , 2.741647599 , 3.740404102 , -3.2 , 9.1 , 2 
96.3 , 96.3 , 96.6 , 96.8 , 94.1 , 78.5 , 68.4 , 62.6 , 58.7 , -2 , -2.2 , 0.1 , 4.1 , 6.7 , 10.7 , 13.2 , 15.2 , 16.4 , 0 , 0 , 0.2 , 0.2 , 0.4 , 0.7 , 0.9 , 0.9 , 1.1 , 97 , 97 , 97 , 97 , 69 , 69 , 225 , 79 , 234 , 1 , 24 , 198 , 301 , 413 , 529 , 531 , 491 , 491 , -2.518121378 , -2.717275081 , -0.383623051 , 3.630628731 , 5.806194342 , 7.074729537 , 7.456257745 , 8.052641751 , 8.233802229 , -0.8 , 17.5 , 2 
96.2 , 96.9 , 97.2 , 97.3 , 96.2 , 92.8 , 89.3 , 83.9 , 78.9 , -1.1 , -1.1 , -0.7 , -0.2 , 0.7 , 1.6 , 3.4 , 5.5 , 7.5 , 0.9 , 1.1 , 2.4 , 2.2 , 2 , 2.2 , 2.4 , 2.4 , 2.6 , 153 , 140 , 190 , 187 , 188 , 187 , 171 , 153 , 177 , 1 , 3 , 56 , 93 , 164 , 292 , 316 , 551 , 486 , -1.63627788 , -1.536113462 , -1.09465527 , -0.581927168 , 0.155896066 , 0.545353217 , 1.783809537 , 2.961708583 , 4.033789484 , -0.4 , 15.3 , 2 
97.9 , 97.9 , 97.9 , 97.6 , 97.2 , 96.2 , 95.4 , 94.4 , 93 , 1.1 , 1 , 0.8 , 0.8 , 0.9 , 1.4 , 1.9 , 2.5 , 2.9 , 1.1 , 1.1 , 1.3 , 1.3 , 1.3 , 1.3 , 1.3 , 1.1 , 1.3 , 171 , 150 , 184 , 184 , 174 , 180 , 180 , 97 , 97 , 1 , 1 , 21 , 57 , 83 , 101 , 129 , 139 , 138 , 0.800639935 , 0.700878384 , 0.501355283 , 0.458235124 , 0.500241887 , 0.852852601 , 1.232617847 , 1.679941481 , 1.865035465 , -2.9 , 4.9 , 2 
96.3 , 96.1 , 95.3 , 91.8 , 82.4 , 67 , 55.5 , 44 , 39.8 , -3.5 , -3.4 , -0.7 , 2.7 , 6 , 9.6 , 12.5 , 14.7 , 16.1 , 0 , 0 , 0 , 0.9 , 0.9 , 0.9 , 1.5 , 1.5 , 2.2 , 119 , 119 , 119 , 83 , 6 , 351 , 347 , 352 , 354 , 1 , 41 , 251 , 396 , 459 , 596 , 617 , 479 , 553 , -4.011774156 , -3.940371356 , -1.368161836 , 1.482722189 , 3.193239886 , 3.709467503 , 3.754762643 , 2.486008584 , 2.340537204 , -0.8 , 11.3 , 2 
95.9 , 96.2 , 94.6 , 89.2 , 83.1 , 74.7 , 63 , 56.3 , 52.3 , -1.7 , -2.2 , 0.7 , 4.2 , 7 , 9.9 , 11.9 , 13.2 , 13.8 , 0.4 , 0 , 0.2 , 0.6 , 0.6 , 1.3 , 0.9 , 1.1 , 1.1 , 94 , 94 , 94 , 94 , 34 , 348 , 355 , 326 , 355 , 1 , 39 , 231 , 387 , 489 , 601 , 611 , 608 , 527 , -2.276582377 , -2.731495292 , -0.078844205 , 2.557709261 , 4.293888301 , 5.570871187 , 5.013724106 , 4.616134226 , 4.116846191 , -3.7 , 17 , 2 
96.8 , 97 , 97.1 , 97.3 , 96 , 90.4 , 83.5 , 79.2 , 76.7 , 0 , 0.1 , -0.3 , 0.2 , 1.2 , 3 , 5.2 , 6.9 , 7.9 , 0.6 , 0.4 , 0 , 0 , 0.2 , 1.5 , 1.9 , 2 , 2 , 164 , 164 , 83 , 86 , 145 , 187 , 188 , 187 , 180 , 1 , 3 , 49 , 107 , 212 , 466 , 514 , 514 , 392 , -0.454400399 , -0.325960156 , -0.710255082 , -0.183156767 , 0.624450798 , 1.562064027 , 2.599400405 , 3.504004615 , 4.015246303 , -0.8 , 10.5 , 2 
96.7 , 96.8 , 97.4 , 97.6 , 93 , 79.9 , 72 , 62.1 , 58.6 , -2.6 , -1.9 , 0.8 , 3.1 , 5.5 , 8.7 , 10.9 , 13.2 , 15.1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 74 , 74 , 76 , 161 , 174 , 198 , 199 , 199 , 219 , 1 , 43 , 193 , 516 , 597 , 669 , 686 , 681 , 633 , -3.059016243 , -2.347462678 , 0.429423875 , 2.751958923 , 4.443904525 , 5.385554608 , 5.999419815 , 6.037948811 , 6.984136781 , -0.4 , 14.5 , 2 
96.9 , 96.9 , 96.8 , 95.4 , 88.9 , 82.4 , 76.7 , 71 , 65.6 , -1.3 , -1.2 , 0.1 , 2.2 , 4.4 , 6.6 , 8.1 , 9.8 , 11.4 , 0 , 0 , 0 , 0.7 , 2.4 , 2.8 , 2.8 , 2 , 1.7 , 131 , 131 , 131 , 175 , 181 , 190 , 181 , 187 , 173 , 1 , 26 , 206 , 332 , 408 , 474 , 487 , 487 , 437 , -1.735406315 , -1.635759888 , -0.354765542 , 1.531033174 , 2.707026672 , 3.780329745 , 4.209375632 , 4.736696693 , 5.12381011 , -0.2 , 9.8 , 2 
92.6 , 93.9 , 93 , 92.9 , 93 , 92.1 , 89 , 82.8 , 75.3 , -1.9 , -2.2 , -0.7 , 0.5 , 1.3 , 2.1 , 3.6 , 5.3 , 7.9 , 0.7 , 0.6 , 1.3 , 1.9 , 2.8 , 2.6 , 2.8 , 2.4 , 2.2 , 145 , 139 , 153 , 166 , 188 , 188 , 177 , 173 , 188 , 1 , 8 , 117 , 112 , 137 , 376 , 567 , 489 , 496 , -2.954824678 , -3.062183545 , -1.705706311 , -0.530443864 , 0.27803912 , 0.934429685 , 1.933497587 , 2.577316866 , 3.750222761 , -4.7 , 10.2 , 2 
77.7 , 77.7 , 77.4 , 77 , 81.8 , 82.6 , 72 , 64.9 , 58.8 , -1.7 , -1.5 , -0.9 , 1.8 , 5.2 , 9 , 12.4 , 14.2 , 15.6 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , 1 , 4 , 169 , 294 , 409 , 472 , 488 , 473 , 444 , -5.129782877 , -4.935371371 , -4.404221936 , -1.85205089 , 2.306459233 , 6.16421843 , 7.445107498 , 7.635811658 , 7.505278515 , -0.8 , 11.9 , 2 
80.8 , 80.5 , 80.4 , 79.9 , 78.3 , 82.4 , 83.8 , 77.4 , 72.4 , -1.9 , -1.5 , -0.6 , 1 , 2.6 , 4.8 , 6.7 , 8.5 , 9.6 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , -888 , 1 , 3 , 64 , 186 , 416 , 487 , 501 , 502 , 463 , -4.800317886 , -4.459869484 , -3.598390496 , -2.122764623 , -0.843354829 , 2.019060166 , 4.121055948 , 4.729155908 , 4.826703015 , -1.8 , 16.6 , 2 
